%%%%% World Magnetic Model Coefficients 2010 - 2020
% Units nT and nT per year
% Columns 1-2: n, m; Columns 3-6: g, h, g-dot, h-dot for 2010: Columns 7-10: g, h, g-dot, h-dot for 2015
1	0	-29616	0	14.7	0	-29556.8	0	8	0	-29496.6	0	11.6	0	-29438.5	0	10.7	0
1	1	-1722.7	5194.5	11.1	-20.4	-1671.7	5079.8	10.6	-20.9	-1586.3	4944.4	16.5	-25.9	-1501.1	4796.2	17.9	-26.8
2	0	-2266.7	0	-13.6	0	-2340.6	0	-15.1	0	-2396.6	0	-12.1	0	-2445.3	0	-8.6	0
8	4	-16.9	-21.2	-0.2	0	-18.2	-19.8	-0.3	0.4	-19.3	-17.4	-0.2	0.4	-20.6	-14.6	-0.2	0.6
8	5	8.6	15.5	0.5	0.1	10	16.1	0.2	0.1	11.5	16.7	0.3	0.1	13.3	16.2	0.4	-0.1
8	6	4.9	9.1	0	-0.1	9.2	7.7	0.4	-0.2	10.9	7	0.3	-0.1	11.7	5.7	0.2	-0.2
8	7	-7.8	-15.5	-0.6	0.3	-11.6	-12.9	-0.7	0.4	-14.1	-10.8	-0.6	0.4	-16	-9.1	-0.4	0.3
8	8	-7.6	-5.4	0.1	0.2	-5.2	-0.2	0.4	0.4	-3.7	1.7	0.2	0.3	-2	2.2	0.3	0
9	0	5.7	0	0	0	5.6	0	0	0	5.4	0	0	0	5.4	0	0	0
9	1	8.5	-20.4	0	0	9.9	-20.1	0	0	9.4	-20.5	-0.1	0	8.8	-21.6	-0.1	-0.2
9	2	2	13.9	0	0	3.5	12.9	0	0	3.4	11.5	0	-0.2	3.1	10.8	-0.1	-0.1
9	3	-9.8	12	0	0	-7	12.6	0	0	-5.2	12.8	0.3	0	-3.1	11.7	0.4	-0.2
9	4	7.6	-6.2	0	0	5.1	-6.7	0	0	3.1	-7.2	-0.4	-0.1	0.6	-6.8	-0.5	0.1
9	5	-7	-8.6	0	0	-10.8	-8.1	0	0	-12.4	-7.4	-0.3	0.1	-13.3	-6.9	-0.2	0.1
9	6	-2	9.4	0	0	-1.3	8	0	0	-0.7	8	0.1	0	-0.1	7.8	0.1	0
9	7	9.2	5	0	0	8.8	2.9	0	0	8.4	2.1	-0.1	-0.2	8.7	1	0	-0.2
9	8	-2.2	-8.4	0	0	-6.7	-7.9	0	0	-8.5	-6.1	-0.4	0.3	-9.1	-3.9	-0.2	0.4
9	9	-6.6	3.2	0	0	-9.1	6	0	0	-10.1	7	-0.2	0.2	-10.5	8.5	-0.1	0.3
10	0	-2.2	0	0	0	-2.3	0	0	0	-2	0	0	0	-1.9	0	0	0
10	1	-5.7	0.9	0	0	-6.3	2.4	0	0	-6.3	2.8	0	0.1	-6.5	3.3	0	0.1
10	2	1.6	-0.7	0	0	1.6	0.2	0	0	0.9	-0.1	-0.1	-0.1	0.2	-0.3	-0.1	-0.1
10	3	-3.7	3.9	0	0	-2.6	4.4	0	0	-1.1	4.7	0.2	0	0.6	4.6	0.3	0
10	4	-0.6	4.8	0	0	0	4.8	0	0	-0.2	4.4	0	-0.1	-0.6	4.4	-0.1	0
10	5	4.1	-5.3	0	0	3.1	-6.5	0	0	2.5	-7.2	-0.1	-0.1	1.7	-7.9	-0.1	-0.2
10	6	2.2	-1	0	0	0.4	-1.1	0	0	-0.3	-1	-0.2	0	-0.7	-0.6	-0.1	0.1
10	7	2.2	-2.4	0	0	2.1	-3.4	0	0	2.2	-3.9	0	-0.1	2.1	-4.1	0	-0.1
10	8	4.6	1.3	0	0	3.9	-0.8	0	0	3.1	-2	-0.1	-0.2	2.3	-2.8	-0.2	-0.2
10	9	2.3	-2.3	0	0	-0.1	-2.3	0	0	-1	-2	-0.2	0	-1.8	-1.1	-0.1	0.1
10	10	0.1	-6.4	0	0	-2.3	-7.9	0	0	-2.8	-8.3	-0.2	-0.1	-3.6	-8.7	-0.2	-0.1
11	0	3.3	0	0	0	2.8	0	0	0	3	0	0	0	3.1	0	0	0
11	1	-1.1	-1.5	0	0	-1.6	0.3	0	0	-1.5	0.2	0	0	-1.5	-0.1	0	0
11	2	-2.4	0.7	0	0	-1.7	1.2	0	0	-2.1	1.7	0	0.1	-2.3	2.1	-0.1	0.1
11	3	2.6	-1.1	0	0	1.7	-0.8	0	0	1.7	-0.6	0.1	0	2.1	-0.7	0.1	0
11	4	-1.3	-2.3	0	0	-0.1	-2.5	0	0	-0.5	-1.8	0	0.1	-0.9	-1.1	0	0.1
11	5	-1.7	1.3	0	0	0.1	0.9	0	0	0.5	0.9	0	0	0.6	0.7	0	0
11	6	-0.6	-0.6	0	0	-0.7	-0.6	0	0	-0.8	-0.4	0	0.1	-0.7	-0.2	0	0
11	7	0.4	-2.8	0	0	0.7	-2.7	0	0	0.4	-2.5	0	0	0.2	-2.1	0	0.1
11	8	0.7	-1.6	0	0	1.8	-0.9	0	0	1.8	-1.3	0	-0.1	1.7	-1.5	0	0
11	9	-0.3	-0.1	0	0	0	-1.3	0	0	0.1	-2.1	0	-0.1	-0.2	-2.5	0	-0.1
11	10	2.3	-1.9	0	0	1.1	-2	0	0	0.7	-1.9	-0.1	0	0.4	-2	-0.1	0
11	11	4.2	1.4	0	0	4.1	-1.2	0	0	3.8	-1.8	0	-0.1	3.5	-2.3	-0.1	-0.1
12	0	-1.5	0	0	0	-2.4	0	0	0	-2.2	0	0	0	-2	0	0.1	0
12	1	-0.2	-1	0	0	-0.4	-0.4	0	0	-0.2	-0.9	0	0	-0.3	-1	0	0
12	2	-0.3	0.7	0	0	0.2	0.3	0	0	0.3	0.3	0.1	0	0.4	0.5	0	0
12	3	0.5	2.2	0	0	0.8	2.4	0	0	1	2.1	0.1	0	1.3	1.8	0.1	-0.1
12	4	0.2	-2.5	0	0	-0.3	-2.6	0	0	-0.6	-2.5	-0.1	0	-0.9	-2.2	-0.1	0
12	5	0.9	-0.2	0	0	1.1	0.6	0	0	0.9	0.5	0	0	0.9	0.3	0	0
12	6	-1.4	0	0	0	-0.5	0.3	0	0	-0.1	0.6	0	0.1	0.1	0.7	0.1	0
12	7	0.6	-0.2	0	0	0.4	0	0	0	0.5	0	0	0	0.5	-0.1	0	0
12	8	-0.6	0	0	0	-0.3	0	0	0	-0.4	0.1	0	0	-0.4	0.3	0	0
12	9	-1	0.2	0	0	-0.3	0.3	0	0	-0.4	0.3	0	0	-0.4	0.2	0	0
12	10	-0.3	-0.9	0	0	-0.1	-0.9	0	0	0.2	-0.9	0	0	0.2	-0.9	0	0
12	11	0.3	-0.2	0	0	-0.3	-0.4	0	0	-0.8	-0.2	-0.1	0	-0.9	-0.2	0	0
12	12	0.4	1	0	0	-0.1	0.8	0	0	0	0.9	0.1	0	0	0.7	0	0
